,timestamp,humidity,co2,temperature,sensor_r,sensor_l,thermal,day_of_week,day,month
279,2018-10-15T21:45:00.000000Z,46.0834,412,20.4902,0,0,56.59999999999988,0,15,10
280,2018-10-15T22:00:00.000000Z,46.0831,416,20.49,0,0,-41.49999999999999,0,15,10
281,2018-10-15T22:15:00.000000Z,46.0835,414,20.4899,0,0,48.399999999999984,0,15,10
282,2018-10-15T22:30:00.000000Z,46.0836,414,20.4899,0,0,69.0,0,15,10
283,2018-10-15T22:45:00.000000Z,46.0839,417,20.4897,0,0,-10.699999999999985,0,15,10
284,2018-10-15T23:00:00.000000Z,46.0832,416,20.4898,0,0,-51.099999999999994,0,15,10
285,2018-10-15T23:15:00.000000Z,46.0832,410,20.4899,0,0,-85.49999999999999,0,15,10
286,2018-10-15T23:30:00.000000Z,46.0839,411,20.4897,0,0,19.30000000000002,0,15,10
287,2018-10-15T23:45:00.000000Z,46.0843,411,20.4894,0,0,13.099999999999994,0,15,10
288,2018-10-16T00:00:00.000000Z,46.0845,416,20.4893,0,0,-53.09999999999991,1,16,10
289,2018-10-16T00:15:00.000000Z,46.0844,410,20.4892,0,0,12.399999999999967,1,16,10
290,2018-10-16T00:30:00.000000Z,,,,0,0,19.20000000000002,1,16,10
291,2018-10-16T00:45:00.000000Z,46.0842,412,20.4892,0,0,8.399999999999967,1,16,10
292,2018-10-16T01:00:00.000000Z,46.0847,409,20.4889,0,0,-32.00000000000004,1,16,10
293,2018-10-16T01:15:00.000000Z,46.0844,413,20.4889,0,0,73.59999999999982,1,16,10
294,2018-10-16T01:30:00.000000Z,46.0848,414,20.4889,0,0,-4.4999999999999645,1,16,10
295,2018-10-16T01:45:00.000000Z,46.0849,412,20.4888,0,0,21.199999999999903,1,16,10
296,2018-10-16T02:00:00.000000Z,46.0843,411,20.4889,0,0,-82.79999999999995,1,16,10
297,2018-10-16T02:15:00.000000Z,46.0847,413,20.4884,0,0,62.70000000000006,1,16,10
298,2018-10-16T02:30:00.000000Z,46.0863,403,20.4879,0,0,28.799999999999983,1,16,10
299,2018-10-16T02:45:00.000000Z,46.0904,411,20.4873,0,0,5.300000000000036,1,16,10
300,2018-10-16T03:00:00.000000Z,46.0924,405,20.4871,0,0,-46.70000000000002,1,16,10
301,2018-10-16T03:15:00.000000Z,46.0932,414,20.4869,0,0,66.19999999999999,1,16,10
