;co2;humidity;temperature;timestamp;month;day;time
2649;404;30742;20.4832;4;10;19;23:36:00
2650;407;30.7421;20.4832;4;10;19;23:37:35
2651;407;30.7421;20.4832;4;10;19;23:37:35
2652;407;30.7424;20.4832;4;10;19;23:44:43
2653;409;30.7432;20.4832;4;10;19;23:58:01
2654;409;30.7432;20.4832;4;10;19;23:58:01
2655;409;30.7433;20.4833;4;10;19;23:59:09
2656;408;30.7435;20.4831;5;10;20;00:05:29
2657;408;30.7435;20.4831;5;10;20;00:05:29
2658;417;30.7434;20.4832;5;10;20;00:08:00
2659;410;30.7441;20.4831;5;10;20;00:10:23
2660;406;30.7442;20.4831;5;10;20;00:15:46
2661;407;30.7442;20.4832;5;10;20;00:18:47
2662;409;30.7447;20483;5;10;20;00:21:03
2663;405;30.7446;20483;5;10;20;00:24:06
2664;414;30.7451;20483;5;10;20;00:28:21
2665;413;30.7451;20483;5;10;20;00:29:48
2666;405;30.7454;20.4829;5;10;20;00:33:10
2667;409;30.7455;20.4829;5;10;20;00:35:06
2668;411;33.2807;20483;5;10;20;00:58:42
2669;411;33.2807;20483;5;10;20;00:58:42
2670;411;33.2807;20483;5;10;20;00:58:42
2671;410;33.2818;20.4829;5;10;20;01:13:00
2672;410;33.2818;20.4829;5;10;20;01:13:00
2673;410;33.2818;20.4829;5;10;20;01:13:00
2674;410;33.2818;20.4829;5;10;20;01:13:00
2675;408;33282;20.4829;5;10;20;01:18:36
2676;408;33.2826;20.4829;5;10;20;01:36:16
2677;415;33.2825;20.4829;5;10;20;01:37:37
2678;404;33.2827;20.4829;5;10;20;01:44:46
2679;407;33.2828;20.4829;5;10;20;01:45:53
2680;410;33.2828;20.4828;5;10;20;01:47:11
2681;409;33283;20.4828;5;10;20;01:51:29
2682;409;33283;20.4828;5;10;20;01:51:29
2683;413;33.2833;20.4828;5;10;20;01:56:18
2684;410;33.2833;20.4828;5;10;20;01:59:11
2685;408;33.2837;20.4829;5;10;20;02:05:54
2686;407;33284;20.4829;5;10;20;02:10:22
2687;410;33.2842;20.4828;5;10;20;02:17:52
2688;401;33.2845;20.4829;5;10;20;02:22:00
2689;400;33.2845;20.4829;5;10;20;02:23:06
2690;408;33.2849;20483;5;10;20;02:41:20
2691;407;33.2846;20.4829;5;10;20;02:42:45
2692;406;33.2851;20483;5;10;20;02:44:33
2693;406;33.2851;20483;5;10;20;02:44:33
2694;408;33.2854;20483;5;10;20;02:50:37
2695;398;33.2857;20.4829;5;10;20;02:52:28
2696;406;33.2856;20483;5;10;20;02:55:28
2697;406;33.2856;20483;5;10;20;02:55:28
2698;408;33.2855;20483;5;10;20;03:04:19
2699;408;33.2858;20483;5;10;20;03:10:30
2700;412;33.2857;20483;5;10;20;03:12:14
2701;412;33.2861;20483;5;10;20;03:28:13
2702;406;33.2859;20483;5;10;20;03:29:54
2703;409;33.2864;20483;5;10;20;03:31:55
2704;407;33.2861;20483;5;10;20;03:33:04
2705;407;33.2867;20483;5;10;20;03:38:21
2706;407;33.2866;20.4831;5;10;20;03:39:41
2707;408;33.2867;20483;5;10;20;03:41:10
2708;404;33.2867;20483;5;10;20;03:43:31
2709;404;33.2867;20483;5;10;20;03:43:31
2710;408;33.2869;20483;5;10;20;03:48:54
2711;410;33.2871;20483;5;10;20;03:54:23
2712;406;33287;20.4831;5;10;20;03:56:40
2713;406;33.2873;20.4829;5;10;20;03:59:32
2714;409;33.2874;20.4829;5;10;20;04:01:37
2715;408;33.2875;20483;5;10;20;04:02:37
2716;408;33.2875;20483;5;10;20;04:02:37
2717;410;33.2875;20483;5;10;20;04:03:58
2718;410;33.2875;20483;5;10;20;04:03:58
2719;404;33.2873;20483;5;10;20;04:05:00
2720;409;33.2878;20483;5;10;20;04:06:04
2721;404;33.2874;20483;5;10;20;04:07:40
2722;404;33.2875;20483;5;10;20;04:09:15
2723;405;33.2878;20483;5;10;20;04:10:16
2724;407;33.2874;20483;5;10;20;04:11:18
2725;408;33.2876;20483;5;10;20;04:12:24
2726;404;33.2882;20483;5;10;20;04:13:44
2727;404;33.2877;20.4831;5;10;20;04:14:44
2728;404;33.2881;20483;5;10;20;04:15:51
2729;404;33.2881;20483;5;10;20;04:15:51
2730;407;33.2879;20.4831;5;10;20;04:17:11
2731;407;33.2879;20.4831;5;10;20;04:17:11
2732;407;33.2879;20483;5;10;20;04:18:11
2733;407;33.2879;20483;5;10;20;04:18:11
2734;406;33.2882;20483;5;10;20;04:19:32
2735;409;33.2882;20483;5;10;20;04:20:35
2736;409;33.2882;20483;5;10;20;04:20:35
2737;410;33.288000000000004;20.4831;5;10;20;04:21:40
2738;408;33.2882;20483;5;10;20;04:22:55
2739;408;33.2884;20.4829;5;10;20;04:24:04
2740;407;33.2881;20483;5;10;20;04:25:39
2741;407;33.2883;20483;5;10;20;04:26:51
2742;407;33.2883;20483;5;10;20;04:26:51
2743;408;33.2881;20.4831;5;10;20;04:27:52
2744;407;33.2882;20483;5;10;20;04:28:59
2745;406;33.2882;20483;5;10;20;04:30:24
2746;406;33.2882;20483;5;10;20;04:30:24
2747;407;33.2883;20.4829;5;10;20;04:31:32
2748;408;33.2884;20483;5;10;20;04:32:35
2749;405;33.2881;20483;5;10;20;04:33:49
2750;409;33.2882;20.4829;5;10;20;04:35:13
2751;410;33.2886;20483;5;10;20;04:36:15
2752;402;33.2885;20.4829;5;10;20;04:37:29
2753;402;33.2886;20.4829;5;10;20;04:38:37
2754;404;33.2882;20483;5;10;20;04:39:49
2755;403;33.288000000000004;20483;5;10;20;04:40:53
2756;408;33.2886;20483;5;10;20;04:42:15
2757;406;33.2886;20483;5;10;20;04:43:27
2758;405;33.2884;20.4831;5;10;20;04:45:08
2759;410;33.2887;20483;5;10;20;04:46:55
2760;407;33.2889;20483;5;10;20;04:47:56
2761;407;33.2889;20483;5;10;20;04:47:56
2762;412;33.2887;20483;5;10;20;04:49:43
2763;407;33.2886;20483;5;10;20;04:50:51
2764;401;33.2889;20483;5;10;20;04:52:17
2765;401;33.2889;20483;5;10;20;04:52:17
2766;408;33.2892;20483;5;10;20;04:53:59
2767;403;33.2889;20.4832;5;10;20;04:55:21
2768;408;33.2876;20.4831;5;10;20;04:57:19
2769;407;33.2868;20483;5;10;20;04:58:21
2770;406;33.2841;20.4829;5;10;20;05:00:11
2771;413;33.2836;20.4829;5;10;20;05:01:14
2772;413;33.2836;20.4829;5;10;20;05:01:14
2773;410;33.2806;20.4827;5;10;20;05:02:51
2774;410;30.7454;20.4824;5;10;20;05:03:54
2775;414;30.7452;20.4824;5;10;20;05:05:06
2776;415;30.7436;20482;5;10;20;05:08:59
2777;412;30.7422;20.4819;5;10;20;05:10:54
2778;417;30.7413;20.4816;5;10;20;05:14:05
2779;415;30.7407;20.4816;5;10;20;05:15:30
2780;415;30.7407;20.4816;5;10;20;05:15:30
2781;415;30.7407;20.4815;5;10;20;05:16:47
2782;417;30.7395;20.4816;5;10;20;05:21:07
2783;417;30.7398;20.4816;5;10;20;05:22:25
2784;416;30.7392;20.4816;5;10;20;05:24:35
2785;421;30.7398;20.4817;5;10;20;05:26:07
2786;419;30.7396;20.4819;5;10;20;05:27:54
2787;417;30.74;20482;5;10;20;05:29:45
2788;424;30.7391;20.4821;5;10;20;05:32:25
2789;413;30.7383;20.4822;5;10;20;05:34:16
2790;426;30.7374;20.4823;5;10;20;05:38:08
2791;423;30736;20.4824;5;10;20;05:41:00
2792;421;30.7353;20.4824;5;10;20;05:42:50
2793;427;30.7351;20.4826;5;10;20;05:43:53
2794;424;30.7343;20.4826;5;10;20;05:46:56
2795;421;30.7336;20.4825;5;10;20;05:48:09
2796;428;30.7333;20.4828;5;10;20;05:53:46
2797;425;30.7324;20.4829;5;10;20;05:55:37
2798;421;30.7328;20483;5;10;20;05:57:16
2799;421;30.7328;20483;5;10;20;05:57:16
2800;424;30.7329;20.4831;5;10;20;05:58:24
2801;426;30.7316;20.4831;5;10;20;06:01:17
2802;426;30.7316;20.4831;5;10;20;06:01:17
2803;429;30.7309;20.4833;5;10;20;06:05:00
2804;432;30.7307;20.4834;5;10;20;06:06:29
2805;426;30.7307;20.4834;5;10;20;06:08:13
2806;428;30.7301;20.4836;5;10;20;06:11:52
2807;426;30.7315;20.4839;5;10;20;06:15:35
2808;429;30.7311;20.4839;5;10;20;06:16:51
2809;429;30.7311;20.4839;5;10;20;06:16:51
2810;426;30.7308;20.4842;5;10;20;06:21:43
2811;425;30.7305;20.4845;5;10;20;06:27:31
2812;425;30.7296;20.4845;5;10;20;06:30:04
2813;426;30.7306;20.4846;5;10;20;06:33:21
2814;426;30.7306;20.4846;5;10;20;06:33:21
2815;425;30.7302;20.4848;5;10;20;06:35:34
2816;428;30731;20485;5;10;20;06:42:03
2817;430;30.7313;20.4851;5;10;20;06:43:16
2818;427;30.7313;20.4853;5;10;20;06:48:35
2819;427;30.7313;20.4853;5;10;20;06:48:35
2820;427;30.7319;20.4854;5;10;20;06:52:32
2821;427;30.7319;20.4854;5;10;20;06:52:32
2822;423;30.7326;20.4855;5;10;20;06:54:26
2823;429;30732;20.4856;5;10;20;06:56:17
2824;429;30.7325;20.4859;5;10;20;07:00:32
2825;429;30.7325;20.4859;5;10;20;07:00:32
2826;429;30.7325;20.4859;5;10;20;07:00:32
2827;424;30.7324;20.4858;5;10;20;07:02:16
2828;424;30.7324;20.4858;5;10;20;07:02:16
2829;427;30.7327;20486;5;10;20;07:04:19
2830;429;30.7328;20.4862;5;10;20;07:05:28
2831;426;30.7332;20.4862;5;10;20;07:07:24
2832;426;30.7321;20.4865;5;10;20;07:20:20
2833;429;30.7312;20.4863;5;10;20;07:24:32
2834;429;30.7312;20.4863;5;10;20;07:24:32
2835;423;30.7309;20.4863;5;10;20;07:27:15
2836;427;30.7315;20.4863;5;10;20;07:28:47
2837;425;30.7313;20.4863;5;10;20;07:29:52
2838;430;30.7313;20.4863;5;10;20;07:36:25
2839;428;30.7317;20.4865;5;10;20;07:41:59
2840;427;30.7321;20.4864;5;10;20;07:44:41
2841;431;30.7324;20.4865;5;10;20;07:48:51
2842;428;30733;20.4865;5;10;20;07:50:22
2843;425;30.7333;20.4865;5;10;20;07:53:35
2844;425;30.7333;20.4865;5;10;20;07:53:35
2845;427;30734;20.4864;5;10;20;07:58:03
2846;431;30.7341;20.4864;5;10;20;07:59:28
2847;431;30.7346;20.4864;5;10;20;08:01:10
2848;426;30.7351;20.4863;5;10;20;08:04:18
2849;425;30.7354;20.4862;5;10;20;08:06:32
2850;425;30.7354;20.4862;5;10;20;08:06:32
2851;430;30.7362;20.4863;5;10;20;08:12:22
2852;427;30737;20.4867;5;10;20;08:19:27
2853;423;30.7373;20.4868;5;10;20;08:24:40
2854;427;30737;20487;5;10;20;08:26:13
2855;427;30.7382;20487;5;10;20;08:27:36
2856;428;30739;20.4868;5;10;20;08:32:40
2857;428;30739;20.4868;5;10;20;08:32:40
2858;428;30739;20.4868;5;10;20;08:32:40
2859;430;30.7396;20.4867;5;10;20;08:38:23
2860;429;30.74;20.4868;5;10;20;08:41:53
2861;429;30.74;20.4868;5;10;20;08:41:53
2862;427;30.7402;20.4868;5;10;20;08:43:10
2863;429;30.7404;20.4869;5;10;20;08:44:57
2864;429;30.7408;20.4869;5;10;20;08:46:11
2865;428;30.7408;20.4868;5;10;20;08:47:57
2866;429;30.7412;20.4869;5;10;20;08:49:18
2867;429;30.7412;20.4869;5;10;20;08:49:18
2868;426;30.7413;20.4868;5;10;20;08:51:32
2869;430;30.7414;20.4869;5;10;20;08:52:38
2870;427;30.7417;20487;5;10;20;08:54:06
2871;427;30.7417;20487;5;10;20;08:54:06
2872;424;30.7418;20.4871;5;10;20;08:57:32
2873;428;30.7417;20.4871;5;10;20;08:59:02
2874;426;30.7427;20.4872;5;10;20;09:01:56
2875;422;30743;20.4873;5;10;20;09:06:54
2876;425;30.7438;20.4872;5;10;20;09:10:58
2877;421;30.7438;20.4871;5;10;20;09:12:54
2878;418;30.7449;20.4873;5;10;20;09:17:30
2879;418;30.7449;20.4873;5;10;20;09:17:30
2880;420;30.7449;20.4873;5;10;20;09:19:39
2881;426;33.2801;20.4873;5;10;20;09:23:25
2882;418;33.2805;20.4874;5;10;20;09:24:52
2883;427;33.2816;20.4874;5;10;20;09:28:23
2884;427;33.2816;20.4874;5;10;20;09:28:23
2885;427;33.2817;20.4874;5;10;20;09:29:44
2886;427;33.2817;20.4874;5;10;20;09:29:44
2887;420;33.2818;20.4874;5;10;20;09:31:16
2888;422;33.2825;20.4875;5;10;20;09:33:47
2889;422;33.2827;20.4876;5;10;20;09:35:14
2890;420;33.2837;20.4875;5;10;20;09:39:24
2891;425;33.2845;20.4877;5;10;20;09:42:17
2892;421;33.2854;20.4876;5;10;20;09:45:48
2893;421;33.2863;20.4877;5;10;20;09:49:47
2894;421;33.2871;20.4878;5;10;20;09:54:12
2895;423;33.2876;20.4878;5;10;20;09:57:53
2896;426;33.2877;20.4878;5;10;20;10:00:56
2897;427;33.2878;20.4879;5;10;20;10:02:46
2898;423;33.2877;20.4879;5;10;20;10:05:07
2899;420;33.2881;20.488000000000003;5;10;20;10:08:34
2900;420;33.2881;20.488000000000003;5;10;20;10:08:34
2901;423;33.2883;20.488000000000003;5;10;20;10:13:43
2902;422;33.2889;20.4881;5;10;20;10:17:27
2903;421;33.2892;20.488000000000003;5;10;20;10:19:21
2904;425;33.2897;20.488000000000003;5;10;20;10:21:48
2905;423;33.2899;20.4882;5;10;20;10:23:26
2906;420;33.2911;20.4881;5;10;20;10:28:49
2907;423;33.2913;20.4882;5;10;20;10:31:11
2908;418;33.2924;20.4882;5;10;20;10:36:40
2909;424;33.2942;20.4881;5;10;20;10:40:10
2910;424;33.2944;20.4882;5;10;20;10:41:30
2911;425;33.2943;20.4882;5;10;20;10:43:26
2912;419;33.2952;20.4882;5;10;20;10:46:03
2913;419;33.2952;20.4882;5;10;20;10:46:03
2914;425;33.2956;20.4883;5;10;20;10:47:58
2915;422;33.2956;20.4883;5;10;20;10:48:59
2916;419;33.2959;20.4884;5;10;20;10:51:05
2917;421;33.2963;20.4884;5;10;20;10:54:25
2918;418;33297;20.4884;5;10;20;10:58:30
2919;424;33.2975;20.4884;5;10;20;11:00:26
2920;424;33.2975;20.4884;5;10;20;11:00:26
2921;422;33.2976;20.4883;5;10;20;11:01:53
2922;412;33299;20.4883;5;10;20;11:06:53
2923;424;33.2985;20.4883;5;10;20;11:07:56
2924;417;33.2982;20.4885;5;10;20;11:11:07
2925;416;33.2992;20.4884;5;10;20;11:12:52
2926;416;33.2992;20.4884;5;10;20;11:12:52
2927;419;33.2998;20.4883;5;10;20;11:15:31
2928;420;33.3001;20.4883;5;10;20;11:20:00
2929;419;33.3;20.4884;5;10;20;11:21:30
2930;422;33.3025;20.4884;5;10;20;11:27:59
2931;416;33.3023;20.4884;5;10;20;11:29:05
2932;416;33.3023;20.4884;5;10;20;11:29:05
2933;418;33.3024;20.4885;5;10;20;11:32:35
2934;415;33.3038;20.4886;5;10;20;11:35:28
2935;415;33.3038;20.4886;5;10;20;11:35:28
2936;415;33.3048;20.4886;5;10;20;11:41:09
2937;415;33.3047;20.4886;5;10;20;11:45:10
2938;415;33.3047;20.4886;5;10;20;11:45:10
2939;415;33.3051;20.4886;5;10;20;11:46:20
2940;413;33.3054;20.4887;5;10;20;11:51:16
2941;419;33.3044;20.4887;5;10;20;11:55:43
2942;410;33.3044;20.4886;5;10;20;11:57:35
2943;410;35.8422;20.4882;5;10;20;12:09:45
2944;410;35.8422;20.4882;5;10;20;12:09:45
2945;414;35.8432;20.4879;5;10;20;12:14:25
2946;413;35.8441;20.4876;5;10;20;12:22:26
2947;411;35.8437;20.4876;5;10;20;12:26:37
2948;411;35.8437;20.4876;5;10;20;12:26:37
2949;416;35.8439;20.4877;5;10;20;12:29:24
2950;416;35.8439;20.4877;5;10;20;12:29:24
2951;416;35.8439;20.4877;5;10;20;12:29:24
2952;405;35843;20.4878;5;10;20;12:36:36
2953;405;35843;20.4878;5;10;20;12:36:36
2954;413;35.8433;20.488000000000003;5;10;20;12:42:30
2955;411;35.8445;20.4879;5;10;20;12:46:07
2956;411;35.8445;20.4879;5;10;20;12:46:07
2957;405;35.8445;20.4878;5;10;20;12:47:47
2958;409;35.8447;20.4876;5;10;20;12:51:28
2959;419;35.8472;20.4874;5;10;20;12:57:58
2960;414;35847;20.4874;5;10;20;13:01:44
2961;411;35.8469;20.4873;5;10;20;13:03:11
2962;411;35.8469;20.4873;5;10;20;13:03:11
2963;408;35.8485;20.4872;5;10;20;13:09:19
2964;414;35.8486;20.4872;5;10;20;13:16:07
2965;406;35.8484;20.4875;5;10;20;13:24:23
2966;406;35.8484;20.4875;5;10;20;13:24:23
2967;410;35.84900000000001;20.4873;5;10;20;13:25:38
2968;409;35.8481;20.4874;5;10;20;13:27:23
2969;407;35.8491;20.4874;5;10;20;13:28:53
2970;408;35.8494;20.4874;5;10;20;13:30:21
2971;408;35.8494;20.4874;5;10;20;13:30:21
2972;410;35.8492;20.4875;5;10;20;13:32:25
2973;410;35.8492;20.4875;5;10;20;13:32:25
2974;408;35.8511;20.4873;5;10;20;13:34:07
2975;410;35852;20487;5;10;20;13:37:06
2976;410;35.8525;20.4867;5;10;20;13:42:47
2977;411;35.8531;20.4866;5;10;20;13:45:18
2978;405;35.8534;20.4864;5;10;20;13:50:03
2979;405;35.8534;20.4864;5;10;20;13:50:03
2980;404;35.8532;20.4864;5;10;20;13:52:25
2981;404;35.8532;20.4864;5;10;20;13:52:25
2982;409;35.8539;20.4864;5;10;20;13:58:12
2983;408;35.8534;20.4865;5;10;20;14:00:26
2984;408;35.8534;20.4865;5;10;20;14:00:26
2985;408;35.8534;20.4867;5;10;20;14:05:44
2986;408;35.8534;20.4867;5;10;20;14:05:44
2987;409;35.8572;20.4863;5;10;20;14:28:53
2988;410;35.8564;20.4863;5;10;20;14:34:45
2989;408;35.8578;20.4862;5;10;20;14:40:02
2990;410;35.8579;20.4861;5;10;20;14:41:08
2991;410;35.8579;20.4861;5;10;20;14:41:08
2992;410;35.8579;20.4861;5;10;20;14:41:08
2993;409;35.8569;20.4862;5;10;20;14:43:14
2994;409;35.8572;20.4862;5;10;20;14:47:05
2995;408;35.8569;20.4863;5;10;20;14:48:44
2996;407;35.8577;20.4862;5;10;20;14:51:30
2997;411;35.8578;20.4862;5;10;20;14:52:48
2998;405;35.8576;20.4863;5;10;20;15:01:16
2999;409;35.8587;20.4864;5;10;20;15:06:09
3000;407;35.85800000000001;20.4864;5;10;20;15:09:18
3001;410;35.8578;20.4864;5;10;20;15:18:18
3002;413;35.8582;20.4863;5;10;20;15:19:29
3003;409;35.8573;20486;5;10;20;15:27:08
3004;407;35.8584;20.4857;5;10;20;15:32:34
3005;409;35.8573;20.4858;5;10;20;15:33:37
3006;409;35.8573;20.4858;5;10;20;15:33:37
3007;405;35.8572;20.4858;5;10;20;15:35:02
3008;407;35857;20.4858;5;10;20;15:41:08
3009;408;35.8569;20.4859;5;10;20;15:44:14
3010;408;35.8569;20.4859;5;10;20;15:44:14
3011;406;35.8571;20.4858;5;10;20;15:47:00
3012;405;35.8569;20.4859;5;10;20;15:48:38
3013;408;35.8564;20486;5;10;20;15:56:05
3014;408;35.8564;20486;5;10;20;15:56:05
3015;410;35.8569;20.4861;5;10;20;16:00:16
3016;410;35.8569;20.4861;5;10;20;16:00:16
3017;408;35.8566;20.4861;5;10;20;16:02:12
3018;410;35.8569;20.4861;5;10;20;16:04:24
3019;411;35.8571;20.4861;5;10;20;16:05:47
3020;411;35.8565;20.4861;5;10;20;16:27:34
3021;413;35.8567;20.4861;5;10;20;16:37:29
3022;416;35.8575;20.4861;5;10;20;16:40:25
3023;413;35.8578;20.4861;5;10;20;16:47:57
3024;416;35.8581;20.4861;5;10;20;16:49:42
3025;417;35.8585;20.4858;5;10;20;16:56:45
3026;417;35.8585;20.4858;5;10;20;16:56:45
3027;418;35859;20.4855;5;10;20;17:01:24
3028;420;35859;20.4855;5;10;20;17:04:54
3029;418;35.8596;20.4853;5;10;20;17:12:12
3030;421;35.86;20.4853;5;10;20;17:13:28
3031;421;35.86;20.4853;5;10;20;17:13:28
3032;420;35.8598;20.4854;5;10;20;17:15:34
3033;420;35.8598;20.4854;5;10;20;17:15:34
3034;420;35.8596;20.4853;5;10;20;17:18:34
3035;421;35.8594;20.4853;5;10;20;17:20:51
3036;418;35.8601;20.4852;5;10;20;17:24:24
3037;420;35.8594;20.4852;5;10;20;17:31:26
3038;417;35.86;20.4851;5;10;20;17:33:30
3039;419;35.8598;20485;5;10;20;17:41:34
3040;416;35.8604;20485;5;10;20;17:42:59
3041;419;35.8598;20485;5;10;20;17:44:20
3042;419;35.8598;20485;5;10;20;17:44:20
3043;417;35.8605;20.4849;5;10;20;17:51:15
3044;417;35.8605;20.4849;5;10;20;17:51:15
3045;419;35.8596;20.4849;5;10;20;17:53:51
3046;418;35.86;20.4848;5;10;20;17:55:06
3047;420;35.8602;20.4848;5;10;20;18:03:02
3048;423;35.8606;20.4848;5;10;20;18:09:43
3049;424;35.8606;20.4847;5;10;20;18:18:04
3050;427;35.8609;20.4847;5;10;20;18:20:21
3051;425;35.8608;20.4846;5;10;20;18:21:34
3052;427;35.8608;20.4846;5;10;20;18:30:49
3053;427;35.8608;20.4846;5;10;20;18:30:49
3054;423;35.8608;20.4845;5;10;20;18:37:12
3055;426;35861;20.4845;5;10;20;18:38:50
3056;428;35.8607;20.4845;5;10;20;18:41:01
3057;429;35.8617;20.4845;5;10;20;18:48:07
3058;432;35.8613;20.4844;5;10;20;18:50:40
3059;432;35.8613;20.4844;5;10;20;18:50:40
3060;436;35.8609;20.4844;5;10;20;18:54:18
3061;431;35861;20.4844;5;10;20;18:56:10
3062;431;35861;20.4844;5;10;20;18:56:10
3063;432;35861;20.4843;5;10;20;19:02:21
3064;434;35.8611;20.4844;5;10;20;19:04:12
3065;432;35.8608;20.4844;5;10;20;19:07:32
3066;432;35.8608;20.4844;5;10;20;19:07:32
3067;430;35.8616;20.4843;5;10;20;19:09:38
3068;431;35.8611;20.4844;5;10;20;19:11:23
3069;431;35.8611;20.4844;5;10;20;19:11:23
3070;433;35.8612;20.4842;5;10;20;19:16:03
3071;433;35.8612;20.4842;5;10;20;19:16:03
3072;436;35.8617;20.4841;5;10;20;19:37:50
3073;437;35.8611;20.4841;5;10;20;19:42:03
3074;431;35.8616;20484;5;10;20;19:44:26
3075;436;35.8617;20484;5;10;20;19:46:53
3076;436;35.8617;20484;5;10;20;19:46:53
3077;439;35.8619;20.4839;5;10;20;19:48:39
3078;432;35.86199999999999;20.4839;5;10;20;19:55:38
3079;437;35.8619;20.4838;5;10;20;20:00:37
3080;437;35.8619;20.4838;5;10;20;20:03:54
3081;437;35.8619;20.4837;5;10;20;20:06:29
3082;437;35.8619;20.4837;5;10;20;20:06:29
3083;441;35.86199999999999;20.4836;5;10;20;20:11:37
3084;441;35.86199999999999;20.4836;5;10;20;20:11:37
3085;435;35.8621;20.4836;5;10;20;20:19:42
3086;443;35.8617;20.4835;5;10;20;20:24:20
3087;437;35.8621;20.4834;5;10;20;20:30:53
3088;440;35.8623;20.4835;5;10;20;20:34:41
3089;439;35.8623;20.4834;5;10;20;20:45:22
3090;440;35.8623;20.4834;5;10;20;20:50:00
3091;440;35.8623;20.4834;5;10;20;20:50:00
3092;438;35.8625;20.4832;5;10;20;20:52:14
3093;439;35.8626;20.4832;5;10;20;20:53:50
3094;439;35.8626;20.4832;5;10;20;20:53:50
3095;441;35.8622;20.4832;5;10;20;20:56:14
3096;441;35.8622;20.4832;5;10;20;20:56:14
3097;437;35.8624;20.4832;5;10;20;20:57:18
3098;437;35.8624;20.4832;5;10;20;20:57:18
3099;440;35.8625;20.4831;5;10;20;21:01:37
3100;439;35.8623;20.4831;5;10;20;21:04:07
3101;444;35.8629;20483;5;10;20;21:09:02
3102;438;35.8626;20.4831;5;10;20;21:18:28
3103;442;35.8626;20483;5;10;20;21:21:09
3104;438;35.8622;20483;5;10;20;21:23:09
3105;443;35.8626;20483;5;10;20;21:24:46
3106;443;35.8626;20483;5;10;20;21:24:46
3107;438;35.8627;20483;5;10;20;21:26:35
3108;439;35.8626;20483;5;10;20;21:30:26
3109;439;35.8626;20483;5;10;20;21:30:26
3110;441;35.8623;20483;5;10;20;21:34:25
3111;440;35.8629;20.4829;5;10;20;21:37:39
3112;440;35.8629;20.4829;5;10;20;21:37:39
3113;440;35.8626;20.4829;5;10;20;21:43:02
3114;442;35.8627;20483;5;10;20;21:46:59
3115;444;35.8625;20483;5;10;20;21:50:34
3116;444;35.8625;20483;5;10;20;21:50:34
3117;439;35.8625;20483;5;10;20;21:52:49
3118;439;35.8625;20483;5;10;20;21:52:49
3119;448;35.8626;20483;5;10;20;21:56:20
3120;441;35.8629;20483;5;10;20;21:57:34
3121;441;35.8627;20483;5;10;20;21:59:17
3122;442;35.8626;20.4828;5;10;20;22:12:33
3123;443;35.8634;20.4828;5;10;20;22:29:56
3124;444;35.8632;20.4828;5;10;20;22:31:19
3125;442;35.8628;20.4828;5;10;20;22:34:07
3126;440;35.8633;20.4828;5;10;20;22:35:20
3127;441;35.8631;20.4828;5;10;20;22:37:16
3128;441;35.8631;20.4827;5;10;20;22:44:00
3129;442;35.8632;20.4827;5;10;20;22:46:22
3130;442;35.8632;20.4827;5;10;20;22:46:22
3131;442;35.8629;20.4827;5;10;20;22:48:13
3132;441;35.8633;20.4826;5;10;20;22:55:32
3133;438;35.8633;20.4828;5;10;20;22:59:16
3134;443;35.8633;20.4827;5;10;20;23:02:10
3135;443;35.8633;20.4827;5;10;20;23:02:10
3136;443;35.8634;20.4826;5;10;20;23:04:41
3137;440;35.8632;20.4826;5;10;20;23:14:11
3138;437;35.8634;20.4826;5;10;20;23:25:54
3139;440;35.8632;20.4825;5;10;20;23:28:15
3140;440;35.8631;20.4826;5;10;20;23:31:21
3141;443;35.8634;20.4826;5;10;20;23:36:23
3142;441;35.8634;20.4826;5;10;20;23:38:19
3143;443;35.8634;20.4826;5;10;20;23:41:25
3144;443;35.8634;20.4826;5;10;20;23:41:25
3145;443;35.8633;20.4826;5;10;20;23:46:02
3146;443;35.8633;20.4826;5;10;20;23:46:02
3147;443;35.8634;20.4826;5;10;20;23:49:15
3148;433;35.8634;20.4825;5;10;20;23:57:14
3149;433;35.8634;20.4825;5;10;20;23:57:14
3150;434;35.8635;20.4826;6;10;21;00:00:15
3151;434;35.8635;20.4826;6;10;21;00:00:15
3152;434;35.8635;20.4826;6;10;21;00:00:15
3153;440;35.8633;20.4825;6;10;21;00:02:46
3154;436;35.8633;20.4826;6;10;21;00:13:05
3155;436;35.8633;20.4826;6;10;21;00:13:05
3156;436;35.8633;20.4826;6;10;21;00:13:05
3157;437;35.8634;20.4826;6;10;21;00:14:08
3158;437;35.8634;20.4826;6;10;21;00:14:08
3159;440;35.8637;20.4826;6;10;21;00:15:55
3160;441;35.8638;20.4825;6;10;21;00:22:19
3161;439;35.8634;20.4826;6;10;21;00:25:43
3162;437;35.8636;20.4827;6;10;21;00:31:22
3163;440;35.8637;20.4827;6;10;21;00:36:27
3164;436;35.8632;20.4827;6;10;21;00:43:52
3165;433;35.8631;20.4828;6;10;21;00:48:42
3166;436;35.8632;20.4828;6;10;21;01:02:08
3167;434;35.8632;20.4828;6;10;21;01:06:06
3168;434;35.8635;20.4828;6;10;21;01:13:33
3169;438;35.8629;20.4828;6;10;21;01:19:04
3170;442;35.8634;20.4828;6;10;21;01:20:28
3171;442;35.8634;20.4828;6;10;21;01:20:28
3172;436;35863;20.4828;6;10;21;01:23:47
3173;433;35.8631;20.4827;6;10;21;01:27:49
3174;432;35.8632;20.4828;6;10;21;01:34:59
