;timestamp;sensor_r;sensor_l
515;2018-10-17 08:45:00;0;0
516;2018-10-17 09:00:00;0;0
517;2018-10-17 09:15:00;0;0
518;2018-10-17 09:30:00;0;0
519;2018-10-17 09:45:00;0;0
520;2018-10-17 10:00:00;0;0
521;2018-10-17 10:15:00;0;0
522;2018-10-17 10:30:00;0;0
523;2018-10-17 10:45:00;0;0
524;2018-10-17 11:00:00;0;0
525;2018-10-17 11:15:00;0;0
526;2018-10-17 11:30:00;0;0
527;2018-10-17 11:45:00;0;0
528;2018-10-17 12:00:00;0;0
529;2018-10-17 12:15:00;0;0
530;2018-10-17 12:30:00;0;0
531;2018-10-17 12:45:00;0;0
532;2018-10-17 13:00:00;0;0
533;2018-10-17 13:15:00;0;0
534;2018-10-17 13:30:00;0;0
535;2018-10-17 13:45:00;0;0
536;2018-10-17 14:00:00;0;0
537;2018-10-17 14:15:00;0;0
538;2018-10-17 14:30:00;0;0
539;2018-10-17 14:45:00;0;0
540;2018-10-17 15:00:00;0;0
541;2018-10-17 15:15:00;0;0
542;2018-10-17 15:30:00;0;0
543;2018-10-17 15:45:00;0;0
544;2018-10-17 16:00:00;0;0
545;2018-10-17 16:15:00;0;0
546;2018-10-17 16:30:00;0;0
547;2018-10-17 16:45:00;0;0
548;2018-10-17 17:00:00;0;0
549;2018-10-17 17:15:00;0;0
550;2018-10-17 17:30:00;0;0
551;2018-10-17 17:45:00;0;0
552;2018-10-17 18:00:00;0;0
553;2018-10-17 18:15:00;0;0
554;2018-10-17 18:30:00;0;0
555;2018-10-17 18:45:00;0;0
556;2018-10-17 19:00:00;0;0
557;2018-10-17 19:15:00;0;0
558;2018-10-17 19:30:00;0;0
559;2018-10-17 19:45:00;0;0
560;2018-10-17 20:00:00;0;0
561;2018-10-17 20:15:00;0;0
562;2018-10-17 20:30:00;0;0
563;2018-10-17 20:45:00;0;0
564;2018-10-17 21:00:00;0;0
565;2018-10-17 21:15:00;0;0
566;2018-10-17 21:30:00;0;0
567;2018-10-17 21:45:00;0;0
568;2018-10-17 22:00:00;0;0
569;2018-10-17 22:15:00;0;0
570;2018-10-17 22:30:00;0;0
571;2018-10-17 22:45:00;0;0
572;2018-10-17 23:00:00;0;0
573;2018-10-17 23:15:00;0;0
574;2018-10-17 23:30:00;0;0
575;2018-10-17 23:45:00;0;0
576;2018-10-18 00:00:00;0;0
577;2018-10-18 00:15:00;0;0
578;2018-10-18 00:30:00;0;0
579;2018-10-18 00:45:00;0;0
580;2018-10-18 01:00:00;0;0
581;2018-10-18 01:15:00;0;0
582;2018-10-18 01:30:00;0;0
583;2018-10-18 01:45:00;0;0
584;2018-10-18 02:00:00;0;0
585;2018-10-18 02:15:00;0;0
586;2018-10-18 02:30:00;0;0
587;2018-10-18 02:45:00;0;0
